category,name,rating,number_of_reviews,love,price,value_price,URL,ingredients,online_only,brand,main_accords,notes
Cologne,pi,4.5,125,2600,94.0,94.0,https://www.sephora.com/product/pi-P0956?icid2=products grid:p0956,unknown,0,Givenchy,"[""vanilla"", ""aromatic"", ""balsamic"", ""sweet"", ""almond""]","{""middle"": [""Neroli"", ""Geranium"", ""Lily-of-the-Valley"", ""Anise""], ""base"": [""Tonka Bean"", ""Almond"", ""Benzoin"", ""Vanilla"", ""Cedar""], ""top"": [""Rosemary"", ""Mandarin Orange"", ""Tarragon"", ""Basil""]}"
Perfume,hot couture,4.5,381,9000,102.0,102.0,https://www.sephora.com/product/hot-couture-P201400?icid2=products grid:p201400,Alcohol- Fragrance- Water- Octyl Methoxycinnamate- Octyl Salicylate- Butyl Methoxydibenzoylmethane- Ext. D&C Violet No. 2- D&C Red No. 33.,0,Givenchy,"[""sweet"", ""woody"", ""fresh spicy"", ""fruity"", ""floral"", ""citrus""]","{""middle"": [""Magnolia"", ""Vetiver"", ""Pepper""], ""base"": [""Sandalwood"", ""Amber"", ""Musk""], ""top"": [""Orange"", ""Raspberry"", ""Bergamot""]}"
Perfume,dahlia divin,5.0,106,7600,92.0,92.0,https://www.sephora.com/product/dahlia-divin-P388718?icid2=products grid:p388718,Alcohol- Fragrance- Water- Linalool- Ethylhexyl Methoxycinnamate- Benzyl Salicylate- Limonene- Hexyl Cinnamal- Butyl Methoxydibenzoylmethane- Butylene Glycol Dicaprylate/Dicaprate- Alpha-Isomethyl Ionone- Citronellol- Coumarin- Bht- Citral- Geraniol- Benzyl Alcohol- Benzyl Benzoate- Tocopherol- Yellow 5 (Ci 19140)- Red 4 (Ci 14700)- Ext. Violet 2 (Ci 60730).,0,Givenchy,"[""white floral"", ""woody"", ""patchouli"", ""fruity"", ""balsamic"", ""warm spicy""]","{""middle"": [""Jasmine Sambac"", ""White Flowers""], ""base"": [""Patchouli"", ""Sandalwood"", ""Vetiver""], ""top"": [""Mirabelle""]}"
Cologne,gentlemen only,5.0,60,3000,93.0,93.0,https://www.sephora.com/product/gentlemen-only-P378830?icid2=products grid:p378830,Alcohol- Water- Fragrance- Limonene- Linalool- Ethylhexyl Methoxycinnamate- Hydroxycitronellal- Alpha-Isomethyl Ionene- Butyl Methoxydibenzoylmethane- Butylene Glycol Dicaprylate/Dicaprate- Citronellol- Coumarin- Bht- Citral- Methyl 2-Octynoate- Eugenol- Ext. Violet 2 (Ci 60730)- Yellow 5 (Ci 19140)- Blue 1 (Ci 42090).,0,Givenchy,"[""woody"", ""smoky"", ""balsamic"", ""citrus"", ""musky"", ""earthy""]","{""middle"": [""Cedar"", ""Patchouli"", ""Vetiver""], ""base"": [""Incense"", ""Musk""], ""top"": [""Green Mandarin"", ""Pink Pepper"", ""Nutmeg"", ""Birch Leaf""]}"
Cologne,gentlemen only absolute,5.0,19,932,104.0,104.0,https://www.sephora.com/product/gentlemen-only-absolute-P412361?icid2=products grid:p412361,Alcohol- Water- Fragrance- Linalool- Ethylhexyl Methoxycinnamate- Limonene- Coumarin- Diethylamino Hydroxybenzoyl Hexyl Benzoate- Citronellol- Alpha-Isomethyl Ionone- Butyl Methoxydibenzoylmethane- Butylene Glycol Dicaprylate/Dicaprate- Bht- Cinnamal- Eugenol- Citral- Geraniol- Tocopherol- Ext. Violet 2 (Ci 60730)- Yellow 5 (Ci 19140)- Red 4 (Ci 14700)- Blue 1 (Ci 42090).,1,Givenchy,"[""warm spicy"", ""cinnamon"", ""fresh spicy"", ""woody"", ""vanilla"", ""powdery""]","{""middle"": [""Nutmeg"", ""Cinnamon"", ""Saffron""], ""base"": [""Vanila"", ""Sandalwood""], ""top"": [""Bergamot""]}"
Perfume,ange ou demon le secret,4.5,341,8900,92.0,92.0,https://www.sephora.com/product/ange-ou-demon-le-secret-P258016?icid2=products grid:p258016,Alcohol- Fragrance- Water- Limonene- Ethylhexyl Methoxycinnamate- Linalool- Butyl Methoxydibenzoylmethane- Butylene Glycol Dicaprylate/Dicaprate- Citral- Bht- Citronellol- Geraniol- Eugenol- Tocopherol- Red 4 (Ci 14700)- Yellow 5 (Ci 19140)- Ext. Violet 2 (Ci 60730).,0,Givenchy,"[""green"", ""fresh"", ""citrus"", ""floral"", ""fruity""]","{""middle"": [""Jasmine"", ""Peony"", ""Water Lily""], ""base"": [""Woodsy Notes"", ""Patchouli""], ""top"": [""Amalfi Lemon"", ""Tea"", ""Cranberry""]}"
Perfume,coco figue,4.5,13,1800,42.0,42.0,https://www.sephora.com/product/coco-figue-P386775?icid2=products grid:p386775,unknown,1,Comptoir Sud Pacifique,"[""sweet"", ""milky"", ""coconut"", ""vanilla"", ""tropical"", ""fruity""]","{""middle"": [""Milk"", ""Coconut"", ""Sugar"", ""Wheat""], ""base"": [""Fig Leaf"", ""Coconut Milk"", ""Vanilla""], ""top"": [""Fig"", ""Vanilla Flower"", ""Coconut""]}"
Perfume,la petite robe noire,4.0,39,2300,82.0,82.0,https://www.sephora.com/product/la-petite-robe-noir-P378351?icid2=products grid:p378351,Alcohol- Water- Fragrance- Ethylhexyl Methoxycinnamate- Limonene- Coumarin- Butyl Methoxydibenzoylmethane- Butylene Glycol Dicaprylate / Dicaprate- Citronellol- Geraniol- Linalool- Bht- Citral- Benzyl Alcohol- Farnesol- Eugenol- Alpha-Isomethyl Ionone- Benzyl Benzoate- Benzyl Salicylate- Hydroxycitronellal- Isoeugenol- Ci 14700 (Red 4)- Ci 60730 (Ext.Violet 2)- Ci 19140 (Yellow 5).,1,Guerlain,"[""sweet"", ""soft spicy"", ""almond"", ""vanilla"", ""gourmand"", ""patchouli""]","{""middle"": [""Macarons"", ""Licorice"", ""Rose""], ""base"": [""Musk"", ""Patchouli"", ""Vanilla"", ""Tea""], ""top"": [""Lemon"", ""Almond"", ""Anise""]}"
Perfume,la petite robe noire,4.0,39,2300,82.0,82.0,https://www.sephora.com/product/la-petite-robe-noir-P378351?icid2=products grid:p378351,Alcohol- Water- Fragrance- Ethylhexyl Methoxycinnamate- Limonene- Coumarin- Butyl Methoxydibenzoylmethane- Butylene Glycol Dicaprylate / Dicaprate- Citronellol- Geraniol- Linalool- Bht- Citral- Benzyl Alcohol- Farnesol- Eugenol- Alpha-Isomethyl Ionone- Benzyl Benzoate- Benzyl Salicylate- Hydroxycitronellal- Isoeugenol- Ci 14700 (Red 4)- Ci 60730 (Ext.Violet 2)- Ci 19140 (Yellow 5).,1,Guerlain,"[""fruity"", ""sweet"", ""almond"", ""nutty"", ""soft spicy""]","{""middle"": [""Rose"", ""Tea"", ""Taif Rose"", ""Licorice""], ""base"": [""Anise"", ""Tonka Bean"", ""Vanilla"", ""Patchouli"", ""iris""], ""top"": [""Bergamot"", ""Almond"", ""Sour Cherry"", ""Red Berries""]}"
Perfume,shalimar eau de toilette,4.5,104,2300,88.0,88.0,https://www.sephora.com/product/shalimar-eau-de-toilette-P0771?icid2=products grid:p0771,Alcohol- Water- Fragrance- Limonene- Linalool- Coumarin- Ethylhexyl Methoxycinnamate- Citronellol- Hydroxycitronellal- Geraniol- Butyl Methoxydibenzoylmethane- Butylene Glycol Dicaprylate/Dicaprate- Bht- Citral- Alpha-Isomethyl Ionone- Benzyl Benzoate- Eugenol- Cinnamal- Benzyl Alcohol- Tocopherol- Ci 19140 (Yellow 5)- Ci 14700 (Red 4)- Ci 60730 (Ext.Violet 2)- Benzyl Salicylate- Farnesol- Isoeugenol.,1,Guerlain,"[""floral"", ""powdery"", ""vanilla"", ""citrus"", ""aromatic""]","{""middle"": [""iris"", ""Jasmine"", ""Rose""], ""base"": [""Vanilla"", ""Tonka Bean""], ""top"": [""Floral Notes"", ""Bergamot""]}"
Perfume,maya,4.0,51,2600,76.0,76.0,https://www.sephora.com/product/maya-P428443?icid2=products grid:p428443,Alcohol Denat.- Fragrance- Benzyl Salicylate- Linalool- Alpha-Isomethyl Ionone- D-Limonene- Citronellol- Geraniol.,0,Guy Bouchara,"[""fresh spicy"", ""floral"", ""musky"", ""amber"", ""white floral""]","{""middle"": [""Magnolia"", ""Jasmine"", ""Ginger"", ""Pepper""], ""base"": [""Amber"", ""Musk""], ""top"": [""Freesia"", ""Litchi""]}"
Perfume,citrine,4.5,265,8600,74.0,74.0,https://www.sephora.com/product/citrine-P406775?icid2=products grid:p406775,Alcohol Denat.- Fragrance- Water- BHT- Ethylhexyl Methoxycinnamate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Benzyl Alcohol- Benzyl Salicylate- Citral- Citronellol- Geraniol- Hexyl Cinnamal- Hydroxycitronellal- Limonene- Linalool.,0,Herv Domar,"[""citrus"", ""woody"", ""fruity"", ""green"", ""sweet""]","{""middle"": [""Jasmine"", ""Raspberry"", ""Green Notes""], ""base"": [""Musk"", ""Blackberry"", ""Cedar"", ""Sandalwood""], ""top"": [""Lemon"", ""Black Currant"", ""Bergamot"", ""Orange""]}"
Perfume,angie,5.0,9,854,25.0,25.0,https://www.sephora.com/product/angie-P435107?icid2=products grid:p435107,"Organic Cane Sugar Alcohol And Distilled Water- Jasminum Officinal (Jasmine) Flower Extract- Methyl Benzoate- Hyacinth Body- Cis-3-Hexenyl Acetate- Indole Pure- Ethyl Benzoate- Cedrol Methyl Ether- Benzyl Acetate-3-Hexenol- 3 Hexenyl Isobutyrate- Terpineol Alpha- Methyl Anthranilate- Geranyl Acetate Extra- Cyclamen Aldehyde- 3 Hexenyl Benzoate-3 Hexenyl Salicylate- Methyl Iso -Eugenol- Linalyl Acetate- Gamma Octalactone- Phenethyl Alcohol- Iso E Super- Helional- 2-Methyl-3(1-7-7-Trimethylbicyclohept-2-Yloxy)-Propanol- Methyl Dihydrojasmonate- Isopropyl Myristate- Ethylene Brassylate.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).
",0,Jeanne Arthes,"[""sweet"", ""vanilla"", ""fruity"", ""musky"", ""citrus"", ""fresh""]","{""middle"": [""Apple"", ""Praline""], ""base"": [""Vanila"", ""Musk""], ""top"": [""Apple"", ""Orange""]}"
Perfume,another oud,4.5,32,1800,145.0,145.0,https://www.sephora.com/product/another-oud-P405279?icid2=products grid:p405279,Alcohol Denat.- Fragrance- Water- T-Butyl Alcohol- Bht- Tocopherol- Limonene- Linalool.,0,Juliette Has A Gun,"[""oud"", ""musky"", ""sweet"", ""amber"", ""fresh spicy"", ""fruity""]","{""middle"": [""Agarwood (Oud)""], ""base"": [""Musk"", ""Ambroxan""], ""top"": [""Bergamot"", ""Raspberry""]}"
Perfume,gentlewoman,4.0,38,2100,145.0,145.0,https://www.sephora.com/product/gentlewoman-P396703?icid2=products grid:p396703,Alcohol Denat.- Fragrance- Water- T-Butyl Alcohol- Bht- Tocopherol- Limonene- Linalool.,0,Juliette Has A Gun,"[""citrus"", ""white floral"", ""aromatic"", ""fresh spicy"", ""musky"", ""floral""]","{""middle"": [""Almond"", ""Orange Blossom"", ""Coumarin"", ""Lavender""], ""base"": [""Musk"", ""Woody Notes"", ""Ambroxan""], ""top"": [""Bergamot"", ""Bitter Orange Blossom"", ""Neroli""]}"
Perfume,mad madame,4.0,33,2200,145.0,145.0,https://www.sephora.com/product/mad-madame-P395309?icid2=products grid:p395309,Alcohol Denat.- Fragrance- Water- Butylphenyl Methylpropional-- Hydroxycitronellal- Geraniol- Evernia Prunastri Extract- Benzyl Benzoate - Citronellol- Benzyl Salicylate- Linalool- Benzyl Cinnamate.,0,Juliette Has A Gun,"[""rose"", ""musky"", ""woody"", ""leather"", ""balsamic"", ""smoky""]","{""middle"": [""Peony"", ""Patchouli"", ""Tuberose"", ""Moss"", ""Jasmine""], ""base"": [""White Musk"", ""Tolu Balsam"", ""Vanilla Absolute"", ""Castoreum""], ""top"": [""Rose"", ""Amber"", ""Black Currant"", ""Freesia""]}"
Perfume,midnight oud,4.0,22,2000,145.0,145.0,https://www.sephora.com/product/midnight-oud-P395301?icid2=products grid:p395301,Alcohol Denat.- Fragrance- Water- Butylphenyl Methylpropional- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Citronellol- Geraniol- Hydroxycitronellal- Linalool- Limonene- Alpha-Isomethyl Ionone- Citral- Farnesol- Eugenol- Benzyl Alcohol- Isoeugenol- Benzyl Benzoate. ,0,Juliette Has A Gun,"[""oud"", ""rose"", ""warm spicy"", ""leather"", ""fresh spicy"", ""woody""]","{""middle"": [""Moroccan Rose"", ""Geranium"", ""Agarwood (Oud)"", ""Castoreum""], ""base"": [""Patchouli"", ""Sandalwood"", ""Amber"", ""Musk""], ""top"": [""Saffron"", ""Papyrus"", ""Bergamot"", ""Damask Rose""]}"
Perfume,not a perfume,4.0,632,26600,135.0,135.0,https://www.sephora.com/product/not-perfume-P395313?icid2=products grid:p395313,Alcohol Denat.- Fragrance- Water.,0,Juliette Has A Gun,"[""amber"", ""musky""]","[""Ambroxan""]"
Perfume,la vie est belle,4.5,861,39500,99.0,99.0,https://www.sephora.com/product/la-vie-est-belle-P375939?icid2=products grid:p375939,Alcohol- Fragrance- Water- Linalool- Benzyl Salicylate- Limonene- Methyl Anthranilate- Tris (Tetramethylhydroxypiperidinol) Citrate- Ethylhexyl Methoxycinnamate- Butyl Methoxydibenzoylmethane- Bht- Ci 14700 (Red 4)- Ci 17200 (Red 33)- Geraniol- Alpha-Isomethyl Ionone- Coumarin- Farnesol- Citral- Citronellol- Benzyl Alcohol- Benzyl Benzoate.,0,Lancome,"[""sweet"", ""vanilla"", ""fruity"", ""powdery"", ""patchouli""]","{""middle"": [""iris"", ""Jasmine"", ""Orange Blossom""], ""base"": [""Patchouli"", ""Tonka Bean"", ""Vanilla"", ""Praline""], ""top"": [""Black Currant"", ""Pear""]}"
Perfume,neroli eau de parfum,3.0,2,596,150.0,150.0,https://www.sephora.com/product/neroli-eau-de-parfum-P423529?icid2=products grid:p423529,unknown,0,Laura Mercier,"[""citrus"", ""white floral"", ""floral"", ""fresh"", ""vanilla""]","{""middle"": [""Peony"", ""Freesia"", ""Jasmine"", ""Neroli""], ""base"": [""Sandalwood"", ""Amber"", ""Musk"", ""Vanilla""], ""top"": [""Lemon Peel"", ""Bitter Orange""]}"
Perfume,la petite robe noire,4.0,215,6000,100.0,100.0,https://www.sephora.com/product/la-petite-robe-noire-P375386?skuId=1427533&icid2=products grid:p375386,Alcohol- Fragrance- Water- Limonene- Coumarin- Ethylhexyl Methoxycinnamate- Citronellol- Linalool- Butyl Methoxydibenzoylmethane- Butylene Glycol Dicaprylate/Dicaprate- Geraniol- Bht- Citral- Benzyl Alcohol- Farnesol- Eugenol- Tocopherol- Ci 14700 (Red 4)- Ci 60730 (Ext.Violet 2)- Ci 19140 (Yellow 5)- Alpha-Isomethyl Ionone- Benzyl Benzoate- Benzyl Salicylate- Hydroxycitronellal- Isoeugenol. ,1,Guerlain,"[""sweet"", ""soft spicy"", ""almond"", ""vanilla"", ""gourmand"", ""patchouli""]","{""middle"": [""Macarons"", ""Licorice"", ""Rose""], ""base"": [""Musk"", ""Patchouli"", ""Vanilla"", ""Tea""], ""top"": [""Lemon"", ""Almond"", ""Anise""]}"
Perfume,la petite robe noire,4.0,215,6000,100.0,100.0,https://www.sephora.com/product/la-petite-robe-noire-P375386?skuId=1427533&icid2=products grid:p375386,Alcohol- Fragrance- Water- Limonene- Coumarin- Ethylhexyl Methoxycinnamate- Citronellol- Linalool- Butyl Methoxydibenzoylmethane- Butylene Glycol Dicaprylate/Dicaprate- Geraniol- Bht- Citral- Benzyl Alcohol- Farnesol- Eugenol- Tocopherol- Ci 14700 (Red 4)- Ci 60730 (Ext.Violet 2)- Ci 19140 (Yellow 5)- Alpha-Isomethyl Ionone- Benzyl Benzoate- Benzyl Salicylate- Hydroxycitronellal- Isoeugenol. ,1,Guerlain,"[""fruity"", ""sweet"", ""almond"", ""nutty"", ""soft spicy""]","{""middle"": [""Rose"", ""Tea"", ""Taif Rose"", ""Licorice""], ""base"": [""Anise"", ""Tonka Bean"", ""Vanilla"", ""Patchouli"", ""iris""], ""top"": [""Bergamot"", ""Almond"", ""Sour Cherry"", ""Red Berries""]}"
Perfume,eau des merveilles,4.5,88,7900,151.0,151.0,https://www.sephora.com/product/eau-des-merveilles-P375113?icid2=products grid:p375113,unknown,0,Hermes,"[""woody"", ""fresh spicy"", ""citrus"", ""aromatic"", ""amber""]","{""middle"": [""Amber"", ""Pink Pepper"", ""Violet"", ""Pepper""], ""base"": [""Fir"", ""Oakmoss"", ""Cedar"", ""Madagascar Vetiver""], ""top"": [""Orange"", ""Lemon"", ""Elemi resin""]}"
Perfume,rose de grasse,5.0,12,1700,235.0,235.0,https://www.sephora.com/product/rose-de-grasse-P433906?icid2=products grid:p433906,unknown,1,Jeanne Arthes,"[""rose"", ""floral"", ""citrus""]","[""May Rose""]"
Perfume,anyway,4.0,25,2800,135.0,135.0,https://www.sephora.com/product/anyway-P395305?icid2=products grid:p395305,Alcohol Denat.- Fragrance- Water- Methyl Di-T-Butyl Hydroxyhydrocinnamate- Tbhq- Bht- Tocopherol- Tocopheryl Acetate- Hexyl Cinnamal- Hydroxycitronellal- Limonene- Linalool- Citronellol- Citral.,0,Juliette Has A Gun,"[""citrus"", ""musky"", ""white floral"", ""amber"", ""woody""]","{""middle"": [""Jasmine""], ""base"": [""Ambroxan"", ""Musk"", ""Woody Notes"", ""Hedione""], ""top"": [""Neroli"", ""Lime""]}"
Perfume,lady vengeance,4.5,73,5100,28.0,28.0,https://www.sephora.com/product/lady-vengeance-P395311?icid2=products grid:p395311,Alcohol Denat.- Fragrance- Water- Alpha-Isomethyl Ionone- Butylphenyl Methylpropional- Citral- Citronellol- Eugenol- Farnesol- Geraniol- Hydroxycitronellal- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Limonene- Linalool.,0,Juliette Has A Gun,"[""rose"", ""musky"", ""patchouli"", ""amber"", ""warm spicy"", ""aromatic""]","{""middle"": [""Bulgarian Rose"", ""Moroccan Rose"", ""Iso E Super"", ""Patchouli"", ""Geranium""], ""base"": [""Ambroxan"", ""Vanilla"", ""White Musk""], ""top"": [""Bergamot"", ""Lavender""]}"
Perfume,miss charming,4.0,19,1900,135.0,135.0,https://www.sephora.com/product/miss-charming-P395303?icid2=products grid:p395303,Alcohol Denat.- Fragrance- Water- Citral- Citronellol- Eugenol- Farnesol- Geraniol- Hydroxycitronellal- Limonene- Linalool.,0,Juliette Has A Gun,"[""fruity"", ""rose"", ""tropical"", ""musky"", ""sweet""]","[""Litchi"", ""Strawberry"", ""Moroccan Rose"", ""Musk"", ""Wild berries""]"
Perfume,romantina,4.0,16,1700,135.0,135.0,https://www.sephora.com/product/romantina-P395307?icid2=products grid:p395307,Alcohol Denat.- Fragrance- Water- Benzyl Salicylate- Butylphenyl Methylpropional- Hydroxycitronellal- Linalool- Geraniol- Bht- Coumarin- Limonene- Alpha-Isomethyl Ionone- Citronellol.,0,Juliette Has A Gun,"[""musky"", ""woody"", ""rose"", ""white floral"", ""aromatic"", ""citrus""]","{""middle"": [""iris"", ""Tuberose"", ""Vetiver"", ""Orange Blossom"", ""Patchouli""], ""base"": [""Musk"", ""Vanilla"", ""Cetalox"", ""Tonka Bean"", ""Castoreum"", ""Benzoin""], ""top"": [""Bergamot"", ""Turkish Rose""]}"
Perfume,eau de pamplemousse rose,4.5,14,1700,131.0,131.0,https://www.sephora.com/product/eau-de-pamplemousse-P375131?icid2=products grid:p375131,unknown,0,Hermes,"[""citrus"", ""rose"", ""fresh spicy"", ""fresh"", ""bitter"", ""aldehydic""]","[""Grapefruit"", ""Orange"", ""Rose""]"
Perfume,vanille abricot,4.5,175,6800,42.0,42.0,https://www.sephora.com/product/vanille-abricot-P386773?icid2=products grid:p386773,Alcohol Denat.- Fragrance- Water- Limonene- Linalool- Citral.,0,Laurence Dumont,"[""fruity"", ""vanilla"", ""sweet"", ""powdery"", ""lactonic""]","{""middle"": [""Apricot""], ""base"": [""Vanille""], ""top"": [""Peach"", ""Fruity Notes""]}"
Cologne,pour homme,5.0,288,8300,115.0,158.0,https://www.sephora.com/product/pour-homme-P219907?skuId=1359298&icid2=products grid:p219907,"Alcohol Denat. (Sd Alcohol 39-C)- Fragrance- Linalool- Water- Limonene- 
Ethylhexyl- Methoxycinnamate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- 
Butyl Methylpropional- Alpha-Isomethyl Ionone- Citronellol- Citral- Couramin- Geraniol- 
Ci 60730 (Ext. Violet 2)- Ci 42090 (Blue I)- Ci 19140 (Yellow 5).",0,Le Jardin Retrouve,"[""aromatic"", ""fresh spicy"", ""warm spicy"", ""patchouli"", ""cinnamon""]","[""Lavender"", ""Patchouli"", ""Rosemary"", ""Cinnamon""]"
Perfume,pour femme,4.5,186,7400,94.0,94.0,https://www.sephora.com/product/pour-femme-P376951?icid2=products grid:p376951,Alcohol- Fragrance- Water- Benzyl Salicylate- Linalool- Hydroxycitronellal- Geraniol- Ethylhexyl Methoxycinnamate- Alpha-Isomethyl Ionone- Limonene- Diethylamino Hydroxybenzoyl Hexyl Benzoate- Benzyl Alcohol- Citral- Citronellol- Benzyl Benzoate-Bht- Ci 17200 (Red 33)- Ci 60730 (Ext. Violet 2)- Ci 19140 (Yellow 5)- Ci 42090 (Blue 1).,0,Les Contes,"[""floral"", ""fresh spicy"", ""patchouli"", ""citrus"", ""white floral""]","{""middle"": [""Rose"", ""Lotus"", ""Jasmine""], ""base"": [""Patchouli"", ""Amber"", ""Musk""], ""top"": [""Bergamot"", ""Freesia"", ""Peach""]}"
Cologne,pour homme,5.0,288,8300,115.0,158.0,https://www.sephora.com/product/pour-homme-P219907?skuId=1359298&icid2=products grid:p219907,"Alcohol Denat. (Sd Alcohol 39-C)- Fragrance- Linalool- Water- Limonene- 
Ethylhexyl- Methoxycinnamate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- 
Butyl Methylpropional- Alpha-Isomethyl Ionone- Citronellol- Citral- Couramin- Geraniol- 
Ci 60730 (Ext. Violet 2)- Ci 42090 (Blue I)- Ci 19140 (Yellow 5).",0,Les Contes,"[""citrus"", ""marine"", ""aromatic"", ""green"", ""musky""]","{""middle"": [""Neroli"", ""Red Pepper"", ""Herbal Notes""], ""base"": [""Vetiver"", ""Amber"", ""Musk""], ""top"": [""Tangerine"", ""Sea Notes""]}"
Perfume,love story,4.5,194,13100,132.0,132.0,https://www.sephora.com/product/love-story-P393664?icid2=products grid:p393664,Alcohol Denat.- Fragrance- Water- Ethylhexyl Methoxycinnamate- Butylphenyl Methylpropional- Benzyl Salicylate- Benzophenone-3- Ethylhexyl Salicylate- Hydroxycitronellal- Limonene- Linalool- Alpha-Isomethyl Ionone- Butyl Methoxydibenzoylmethane- Citronellol- Hexyl Cinnamal- Geraniol- Bht- Benzyl Benzoate- Citral- Coumarin- Benzyl Alcohol- Propylene Glycol- Acrylates/Octylacrylamide Copolymer- Hydrolyzed Jojoba Esters- Fd&C Yellow No. 6 (Ci 15985)- Fd&C Yellow No. 5 (Ci 19140)- Ext. D&C Violet No. 2 (Ci 60730)- Fd&C Red No. 4 (Ci 14700).,0,Louis Feraud,"[""woody"", ""floral"", ""fruity"", ""amber"", ""sweet""]","{""middle"": [""Black Currant"", ""Rose"", ""Raspberry"", ""Orange Blossom"", ""Floral Notes""], ""base"": [""Musk"", ""Sandalwood"", ""Vetiver"", ""Amber"", ""Woodsy Notes""], ""top"": [""Melon"", ""Peach"", ""Bergamot"", ""Citruses""]}"
Perfume,neroli eau de parfum,3.0,2,596,150.0,150.0,https://www.sephora.com/product/neroli-eau-de-parfum-P423529?icid2=products grid:p423529,unknown,0,L Occitane en Provence,"[""white floral"", ""citrus"", ""narcotic"", ""fresh"", ""floral"", ""fresh spicy""]","[""Neroli""]"
Perfume,citrine,4.5,265,8600,74.0,74.0,https://www.sephora.com/product/citrine-P406775?icid2=products grid:p406775,Alcohol Denat.- Fragrance- Water- BHT- Ethylhexyl Methoxycinnamate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Benzyl Alcohol- Benzyl Salicylate- Citral- Citronellol- Geraniol- Hexyl Cinnamal- Hydroxycitronellal- Limonene- Linalool.,0,Olivier Durbano,"[""balsamic"", ""citrus"", ""woody"", ""fresh spicy"", ""aromatic""]","{""middle"": [""Carrot Seeds"", ""Mimosa"", ""Palisander Rosewood"", ""Guaiac Wood""], ""base"": [""Musk"", ""Beeswax"", ""Amber"", ""Myrhh""], ""top"": [""Amalfi Lemon"", ""Orange"", ""elemi"", ""Ginger"", ""Pink Pepper""]}"
Perfume,maya,4.0,51,2600,76.0,76.0,https://www.sephora.com/product/maya-P428443?icid2=products grid:p428443,Alcohol Denat.- Fragrance- Benzyl Salicylate- Linalool- Alpha-Isomethyl Ionone- D-Limonene- Citronellol- Geraniol.,0,ORN,"[""citrus"", ""rose"", ""woody"", ""amber"", ""oud"", ""balsamic""]","{""middle"": [""Rose"", ""Saffron"", ""Labdanum""], ""base"": [""Patchouli"", ""Agarwood (Oud)"", ""Guaiac Wood""], ""top"": [""Geranium"", ""Artemisia"", ""Lemon""]}"
Cologne,pour homme,4.5,116,1800,90.0,90.0,https://www.sephora.com/product/pour-homme-P0901?icid2=products grid:p0901,unknown,0,Le Jardin Retrouve,"[""aromatic"", ""fresh spicy"", ""warm spicy"", ""patchouli"", ""cinnamon""]","[""Lavender"", ""Patchouli"", ""Rosemary"", ""Cinnamon""]"
Cologne,pour homme,4.5,116,1800,90.0,90.0,https://www.sephora.com/product/pour-homme-P0901?icid2=products grid:p0901,unknown,0,Les Contes,"[""citrus"", ""marine"", ""aromatic"", ""green"", ""musky""]","{""middle"": [""Neroli"", ""Red Pepper"", ""Herbal Notes""], ""base"": [""Vetiver"", ""Amber"", ""Musk""], ""top"": [""Tangerine"", ""Sea Notes""]}"
Cologne,pour homme,5.0,31,3300,94.0,94.0,https://www.sephora.com/product/pour-homme-P4957?icid2=products grid:p4957,unknown,0,Le Jardin Retrouve,"[""aromatic"", ""fresh spicy"", ""warm spicy"", ""patchouli"", ""cinnamon""]","[""Lavender"", ""Patchouli"", ""Rosemary"", ""Cinnamon""]"
